FileName: C:\Users\Rizzz\Downloads\n50_n49 (1).aln
Window: 200 bp, Step: 20 bp, GapStrip: On, Kimura (2-parameter), T/t: 2.0
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"7241","0.88","0.94"
"7261","0.86","0.95"
"7281","0.88","0.95"
"7301","0.89","0.97"
"7321","0.90","0.97"
"7341","0.90","0.97"
"7361","0.89","0.98"
"7381","0.88","0.98"
"7401","0.86","0.98"
"7421","0.88","0.98"
"7441","0.88","0.98"
"7461","0.89","0.98"
"7481","0.88","0.98"
"7501","0.87","0.98"
"7521","0.87","0.98"
"7541","0.87","0.98"
"7561","0.88","0.98"
"7581","0.88","0.98"
"7601","0.90","0.97"
"7621","0.89","0.96"
"7641","0.87","0.97"
"7661","0.86","0.96"
"7681","0.83","0.96"
"7701","0.81","0.96"
"7721","0.80","0.95"
"7741","0.80","0.96"
"7761","0.78","0.97"
"7781","0.79","0.96"
"7801","0.78","0.96"
"7821","0.77","0.97"
"7841","0.77","0.97"
"7861","0.77","0.97"
"7881","0.80","0.97"
"7901","0.84","0.97"
"7921","0.84","0.96"
"7941","0.85","0.96"
"7961","0.85","0.95"
"7981","0.86","0.95"
"8001","0.87","0.94"
"8021","0.86","0.93"
"8041","0.85","0.92"
"8061","0.86","0.92"
"8081","0.85","0.92"
"8101","0.83","0.91"
"8121","0.84","0.91"
"8141","0.82","0.92"
"8161","0.81","0.93"
"8181","0.79","0.93"
"8201","0.79","0.94"
"8221","0.82","0.92"
"8241","0.85","0.94"
"8261","0.84","0.93"
"8281","0.84","0.93"
"8301","0.85","0.92"
"8321","0.85","0.91"
"8341","0.85","0.89"
"8361","0.87","0.88"
"8381","0.88","0.89"
"8401","0.87","0.88"
"8421","0.87","0.88"
"8441","0.87","0.88"
"8461","0.90","0.88"
"8481","0.90","0.89"
"8501","0.90","0.90"
"8521","0.87","0.90"
"8541","0.83","0.89"
"8561","0.80","0.89"
"8581","0.76","0.89"
"8601","0.75","0.89"
"8621","0.72","0.90"
"8641","0.68","0.90"
"8661","0.65","0.90"
"8681","0.63","0.90"
"8701","0.61","0.89"
"8721","0.67","0.90"
"8741","0.70","0.93"
"8761","0.71","0.91"
"8781","0.72","0.88"
"8801","0.72","0.87"
"8821","0.71","0.87"
"8841","0.71","0.86"
"8861","0.74","0.85"
"8881","0.74","0.82"
"8901","0.76","0.82"
"8921","0.76","0.82"
"8941","0.77","0.80"
"8961","0.78","0.82"
"8981","0.80","0.85"
"9001","0.81","0.87"
"9021","0.84","0.88"
"9041","0.82","0.87"
"9061","0.80","0.88"
"9081","0.81","0.89"
"9101","0.81","0.90"
"9121","0.80","0.89"
"9141","0.82","0.91"
"9161","0.83","0.91"
"9181","0.83","0.90"
"9201","0.83","0.90"
"9221","0.84","0.90"
"9241","0.85","0.91"
"9261","0.87","0.93"
"9281","0.85","0.94"
"9301","0.83","0.94"
"9321","0.84","0.94"
"9341","0.82","0.93"
"9361","0.78","0.92"
"9381","0.79","0.91"
"9401","0.79","0.91"
"9421","0.78","0.90"
"9441","0.80","0.90"
"9461","0.77","0.90"
"9481","0.78","0.90"
"9501","0.75","0.89"
"9521","0.74","0.90"
"9541","0.77","0.91"
"9561","0.80","0.94"
"9581","0.80","0.95"
"9601","0.80","0.94"
"9621","0.81","0.94"
"9641","0.81","0.95"
"9661","0.84","0.95"
"9681","0.83","0.94"
"9701","0.85","0.96"
"9721","0.87","0.95"
"9741","0.83","0.92"
"9761","0.82","0.91"
"9781","0.83","0.91"
"9801","0.79","0.92"
"9821","0.78","0.92"
"9841","0.77","0.92"
"9861","0.78","0.91"
"9881","0.81","0.90"
"9901","0.81","0.88"
"9921","0.81","0.87"
"9941","0.83","0.89"
"9961","0.83","0.89"
"9981","0.81","0.87"
"10001","0.85","0.87"
"10021","0.83","0.88"
"10041","0.84","0.87"
"10061","0.83","0.88"
"10081","0.84","0.90"
"10101","0.85","0.91"
"10121","0.85","0.92"
"10141","0.85","0.93"
"10161","0.84","0.93"
"10181","0.86","0.93"
"10201","0.85","0.91"
"10221","0.86","0.91"
"10241","0.87","0.91"
"10261","0.84","0.91"
"10281","0.81","0.89"
"10301","0.82","0.90"
"10321","0.83","0.90"
"10341","0.83","0.89"
"10361","0.86","0.91"
"10381","0.87","0.91"
"10401","0.87","0.92"
"10421","0.89","0.92"
"10441","0.89","0.91"
"10461","0.92","0.93"
"10481","0.93","0.93"
"10501","0.91","0.93"
"10521","0.91","0.93"
"10541","0.91","0.94"
"10561","0.91","0.93"
"10581","0.89","0.93"
"10601","0.88","0.93"
"10621","0.86","0.92"
"10641","0.85","0.90"
"10661","0.82","0.89"
"10681","0.81","0.89"
"10701","0.82","0.89"
"10721","0.81","0.88"
"10741","0.79","0.88"
"10761","0.77","0.87"
"10781","0.80","0.87"
"10801","0.80","0.87"
"10821","0.80","0.88"
"10841","0.79","0.91"
"10861","0.82","0.92"
"10881","0.83","0.93"
"10901","0.83","0.92"
"10921","0.82","0.92"
"10941","0.82","0.92"
"10961","0.82","0.92"
"10981","0.78","0.92"
"11001","0.80","0.94"
"11021","0.82","0.93"
"11041","0.82","0.93"
"11061","0.82","0.93"
"11081","0.83","0.93"
"11101","0.82","0.94"
"11121","0.83","0.95"
"11141","0.84","0.95"
"11161","0.86","0.95"
"11181","0.89","0.96"
"11201","0.88","0.95"
"11221","0.88","0.96"
"11241","0.86","0.96"
"11261","0.84","0.95"
"11281","0.83","0.95"
"11301","0.84","0.94"
"11321","0.85","0.93"
"11341","0.84","0.93"
"11361","0.82","0.93"
"11381","0.84","0.93"
"11401","0.84","0.94"
"11421","0.83","0.94"
"11441","0.85","0.94"
"11461","0.86","0.94"
"11481","0.87","0.95"
"11501","0.86","0.95"
"11521","0.83","0.95"
"11541","0.83","0.95"
"11561","0.83","0.95"
"11581","0.82","0.95"
"11601","0.83","0.94"
"11621","0.83","0.93"
"11641","0.84","0.91"
"11661","0.84","0.91"
"11681","0.82","0.87"
"11701","0.82","0.85"
"11721","0.83","0.84"
"11741","0.82","0.83"
"11761","0.82","0.81"
"11781","0.80","0.81"
"11801","0.78","0.82"
"11821","0.77","0.80"
"11841","0.78","0.81"
"11861","0.76","0.81"
"11881","0.78","0.82"
"11901","0.74","0.80"
"11921","0.77","0.82"
"11941","0.80","0.80"
"11961","0.79","0.81"
"11981","0.82","0.80"
"12001","0.83","0.79"
"12021","0.83","0.78"
"12041","0.82","0.77"
"12061","0.81","0.75"
"12081","0.83","0.76"
"12101","0.85","0.80"
"12121","0.84","0.80"
"12141","0.84","0.82"
"12161","0.84","0.83"
"12181","0.84","0.83"
"12201","0.84","0.85"
"12221","0.86","0.87"
"12241","0.86","0.88"
"12261","0.88","0.90"
"12281","0.87","0.91"
"12301","0.88","0.91"
"12321","0.89","0.90"
"12341","0.89","0.91"
"12361","0.89","0.90"
"12381","0.87","0.88"
"12401","0.88","0.87"
"12421","0.86","0.85"
"12441","0.87","0.82"
"12461","0.85","0.80"
"12481","0.83","0.79"
"12501","0.83","0.79"
"12521","0.83","0.81"
"12541","0.83","0.79"
"12561","0.83","0.78"
"12581","0.85","0.80"
"12601","0.85","0.81"
"12621","0.85","0.83"
"12641","0.84","0.85"
"12661","0.85","0.85"
"12681","0.87","0.86"
"12701","0.85","0.85"
"12721","0.85","0.81"
"12741","0.85","0.83"
"12761","0.83","0.81"
"12781","0.80","0.81"
"12801","0.78","0.81"
"12821","0.78","0.81"
"12841","0.81","0.83"
"12861","0.81","0.84"
"12881","0.81","0.85"
"12901","0.80","0.85"
"12921","0.80","0.88"
"12941","0.81","0.87"
"12961","0.84","0.90"
"12981","0.87","0.90"
"13001","0.89","0.90"
"13021","0.88","0.89"
"13041","0.86","0.87"
"13061","0.86","0.87"
"13081","0.86","0.86"
"13101","0.88","0.89"
"13121","0.89","0.87"
"13141","0.90","0.88"
"13161","0.90","0.90"
"13181","0.88","0.88"
"13201","0.88","0.88"
"13221","0.86","0.89"
"13241","0.87","0.90"
"13261","0.88","0.90"
"13281","0.88","0.90"
"13301","0.90","0.89"
"13321","0.90","0.91"
"13341","0.91","0.91"
"13361","0.90","0.91"
"13381","0.92","0.90"
"13401","0.93","0.91"
"13421","0.95","0.91"
"13441","0.97","0.91"
"13461","0.97","0.92"
"13481","0.97","0.91"
"13501","0.96","0.91"
"13521","0.95","0.90"
"13541","0.93","0.89"
"13561","0.91","0.87"
"13581","0.89","0.87"
"13601","0.89","0.86"
"13621","0.88","0.86"
"13641","0.85","0.82"
"13661","0.83","0.78"
"13681","0.81","0.78"
"13701","0.81","0.79"
"13721","0.83","0.81"
"13741","0.84","0.81"
"13761","0.84","0.80"
"13781","0.86","0.82"
"13801","0.83","0.84"
"13821","0.84","0.84"
"13841","0.84","0.85"
"13861","0.84","0.86"
"13881","0.84","0.85"
"13901","0.84","0.85"
"13921","0.83","0.84"
"13941","0.81","0.81"
"13961","0.81","0.83"
"13981","0.82","0.83"
"14001","0.84","0.82"
"14021","0.83","0.79"
"14041","0.84","0.78"
"14061","0.84","0.76"
"14081","0.87","0.77"
"14101","0.87","0.76"
"14121","0.84","0.71"
"14141","0.85","0.72"
"14161","0.84","0.67"
"14181","0.82","0.66"
"14201","0.82","0.68"
"14221","0.80","0.66"
"14241","0.81","0.70"
"14261","0.82","0.73"
"14281","0.82","0.74"
"14301","0.83","0.74"
"14321","0.86","0.78"
"14341","0.86","0.79"
"14361","0.87","0.83"
"14381","0.88","0.83"
"14401","0.88","0.82"
"14421","0.89","0.85"
"14441","0.90","0.85"
"14461","0.90","0.85"
"14481","0.88","0.83"
"14501","0.88","0.83"
"14521","0.88","0.83"
"14541","0.88","0.82"
"14561","0.88","0.82"
"14581","0.88","0.83"
"14601","0.89","0.85"
"14621","0.90","0.86"
"14641","0.89","0.86"
"14661","0.89","0.87"
"14681","0.88","0.90"
"14701","0.87","0.92"
"14721","0.87","0.92"
"14741","0.87","0.93"
"14761","0.87","0.94"
"14781","0.87","0.94"
"14801","0.86","0.92"
"14821","0.85","0.92"
"14841","0.85","0.91"
"14861","0.84","0.90"
"14881","0.84","0.89"
"14901","0.84","0.88"
"14921","0.82","0.88"
"14941","0.84","0.89"
"14961","0.83","0.88"
"14981","0.84","0.87"
"15001","0.85","0.89"
"15021","0.86","0.90"
"15041","0.85","0.90"
"15061","0.87","0.92"
"15081","0.89","0.93"
"15101","0.89","0.92"
"15121","0.90","0.94"
"15141","0.88","0.93"
"15161","0.88","0.94"
"15181","0.87","0.96"
"15201","0.87","0.95"
"15221","0.87","0.94"
"15241","0.87","0.94"
"15261","0.88","0.93"
"15281","0.87","0.91"
"15301","0.87","0.91"
"15321","0.87","0.90"
"15341","0.89","0.91"
"15361","0.89","0.90"
"15381","0.90","0.89"
"15401","0.90","0.89"
"15421","0.90","0.88"
"15441","0.91","0.90"
"15461","0.90","0.89"
"15481","0.91","0.88"
"15501","0.91","0.88"
"15521","0.90","0.88"
"15541","0.88","0.85"
"15561","0.89","0.85"
"15581","0.88","0.85"
"15601","0.87","0.82"
"15621","0.88","0.82"
"15641","0.87","0.81"
"15661","0.88","0.80"
"15681","0.87","0.78"
"15701","0.86","0.79"
"15721","0.87","0.79"
"15741","0.89","0.80"
"15761","0.89","0.78"
"15781","0.89","0.80"
"15801","0.89","0.85"
"15821","0.89","0.84"
"15841","0.89","0.85"
"15861","0.88","0.86"
"15881","0.87","0.88"
"15901","0.87","0.88"
"15921","0.86","0.87"
"15941","0.86","0.88"
"15961","0.84","0.88"
"15981","0.84","0.85"
"16001","0.85","0.84"
"16021","0.86","0.83"
"16041","0.85","0.81"
"16061","0.85","0.79"
"16081","0.88","0.80"
"16101","0.89","0.80"
"16121","0.90","0.80"
"16141","0.90","0.81"
"16161","0.91","0.81"
"16181","0.91","0.80"
"16201","0.90","0.80"
"16221","0.90","0.79"
"16241","0.90","0.77"
"16261","0.91","0.77"
"16281","0.89","0.77"
"16301","0.89","0.79"
"16321","0.89","0.79"
"16341","0.90","0.79"
"16361","0.89","0.78"
"16381","0.89","0.80"
"16401","0.88","0.81"
"16421","0.87","0.85"
"16441","0.87","0.87"
"16461","0.86","0.87"
"16481","0.87","0.86"
"16501","0.86","0.84"
"16521","0.87","0.84"
"16541","0.86","0.81"
"16561","0.86","0.83"
"16581","0.84","0.83"
"16601","0.83","0.82"
"16621","0.85","0.81"
"16641","0.85","0.81"
"16661","0.84","0.83"
"16681","0.83","0.83"
"16701","0.83","0.83"
"16721","0.81","0.84"
"16741","0.81","0.86"
"16761","0.80","0.86"
"16781","0.83","0.87"
"16801","0.84","0.87"
"16821","0.84","0.85"
"16841","0.84","0.86"
"16861","0.84","0.86"
"16881","0.82","0.86"
"16901","0.84","0.89"
"16921","0.85","0.88"
"16941","0.86","0.87"
"16961","0.87","0.89"
"16981","0.86","0.88"
"17001","0.84","0.87"
"17021","0.84","0.89"
"17041","0.84","0.89"
"17061","0.83","0.89"
"17081","0.82","0.88"
"17101","0.81","0.87"
"17121","0.80","0.89"
"17141","0.79","0.90"
"17161","0.79","0.90"
"17181","0.81","0.90"
"17201","0.82","0.91"
"17221","0.81","0.91"
"17241","0.78","0.90"
"17261","0.78","0.89"
"17281","0.78","0.90"
"17301","0.78","0.90"
"17321","0.79","0.90"
"17341","0.78","0.89"
"17361","0.76","0.87"
"17381","0.75","0.86"
"17401","0.76","0.87"
"17421","0.76","0.85"
"17441","0.76","0.87"
"17461","0.79","0.89"
"17481","0.79","0.90"
"17501","0.78","0.89"
"17521","0.78","0.89"
"17541","0.79","0.90"
"17561","0.79","0.90"
"17581","0.79","0.91"
"17601","0.79","0.90"
"17621","0.79","0.90"
"17641","0.81","0.89"
"17661","0.80","0.89"
"17681","0.82","0.87"
"17701","0.83","0.87"
"17721","0.83","0.87"
"17741","0.80","0.86"
"17761","0.81","0.85"
"17781","0.83","0.85"
"17801","0.83","0.87"
"17821","0.82","0.87"
"17841","0.82","0.87"
"17861","0.83","0.86"
"17881","0.83","0.85"
"17901","0.84","0.86"
"17921","0.84","0.85"
"17941","0.87","0.84"
"17961","0.86","0.84"
"17981","0.87","0.83"
"18001","0.87","0.82"
"18021","0.87","0.79"
"18041","0.87","0.79"
"18061","0.86","0.80"
"18081","0.87","0.81"
"18101","0.85","0.80"
"18121","0.85","0.80"
"18141","0.86","0.83"
"18161","0.88","0.84"
"18181","0.87","0.86"
"18201","0.86","0.87"
"18221","0.86","0.87"
"18241","0.87","0.87"
"18261","0.89","0.87"
"18281","0.89","0.85"
"18301","0.90","0.84"
"18321","0.89","0.84"
"18341","0.88","0.83"
"18361","0.86","0.78"
"18381","0.84","0.75"
"18401","0.84","0.72"
"18421","0.87","0.77"
"18441","0.86","0.74"
"18461","0.85","0.74"
"18481","0.84","0.76"
"18501","0.82","0.75"
"18521","0.83","0.74"
"18541","0.84","0.75"
"18561","0.84","0.80"
"18581","0.86","0.78"
"18601","0.86","0.79"
"18621","0.83","0.76"
"18641","0.82","0.78"
"18661","0.82","0.77"
"18681","0.82","0.77"
"18701","0.83","0.81"
"18721","0.84","0.82"
"18741","0.84","0.81"
"18761","0.82","0.78"
"18781","0.82","0.82"
"18801","0.83","0.83"
"18821","0.83","0.85"
"18841","0.87","0.86"
"18861","0.87","0.85"
"18881","0.87","0.87"
"18901","0.84","0.85"
"18921","0.81","0.83"
"18941","0.80","0.81"
"18961","0.83","0.85"
"18981","0.82","0.83"
"19001","0.81","0.79"
"19021","0.81","0.78"
"19041","0.78","0.78"
"19061","0.80","0.81"
"19081","0.80","0.79"
"19101","0.82","0.80"
"19121","0.82","0.80"
"19141","0.83","0.80"
"19161","0.79","0.77"
"19181","0.79","0.79"
"19201","0.78","0.80"
"19221","0.79","0.81"
"19241","0.81","0.80"
"19261","0.82","0.80"
"19281","0.80","0.78"
"19301","0.80","0.76"
"19321","0.80","0.78"
"19341","0.81","0.80"
"19361","0.84","0.82"
"19381","0.84","0.82"
"19401","0.85","0.83"
"19421","0.84","0.84"
"19441","0.84","0.84"
"19461","0.80","0.80"
"19481","0.80","0.82"
"19501","0.81","0.83"
"19521","0.83","0.83"
"19541","0.83","0.80"
"19561","0.84","0.81"
"19581","0.84","0.79"
"19601","0.85","0.80"
"19621","0.84","0.78"
"19641","0.83","0.77"
"19661","0.86","0.79"
"19681","0.86","0.79"
"19701","0.86","0.80"
"19721","0.87","0.79"
"19741","0.87","0.81"
"19761","0.86","0.80"
"19781","0.86","0.81"
"19801","0.88","0.81"
"19821","0.90","0.82"
"19841","0.88","0.81"
"19861","0.88","0.81"
"19881","0.88","0.82"
"19901","0.86","0.80"
"19921","0.85","0.79"
"19941","0.82","0.78"
"19961","0.83","0.79"
"19981","0.82","0.78"
"20001","0.80","0.75"
"20021","0.79","0.71"
"20041","0.82","0.71"
"20061","0.81","0.71"
"20081","0.81","0.73"
"20101","0.82","0.73"
"20121","0.83","0.71"
"20141","0.85","0.73"
"20161","0.85","0.71"
"20181","0.87","0.69"
"20201","0.90","0.70"
"20221","0.90","0.75"
"20241","0.89","0.76"
"20261","0.90","0.77"
"20281","0.91","0.75"
"20301","0.91","0.75"
"20321","0.92","0.74"
"20341","0.91","0.70"
"20361","0.91","0.73"
"20381","0.91","0.74"
"20401","0.90","0.78"
"20421","0.90","0.78"
"20441","0.91","0.77"
"20461","0.92","0.78"
"20481","0.93","0.77"
"20501","0.92","0.78"
"20521","0.92","0.80"
"20541","0.93","0.86"
"20561","0.92","0.85"
"20581","0.91","0.87"
"20601","0.93","0.86"
"20621","0.92","0.87"
"20641","0.91","0.89"
"20661","0.88","0.89"
"20681","0.88","0.91"
"20701","0.87","0.92"
"20721","0.87","0.94"
"20741","0.88","0.93"
"20761","0.87","0.94"
"20781","0.87","0.94"
"20801","0.85","0.93"
"20821","0.87","0.92"
"20841","0.87","0.92"
"20861","0.89","0.91"
"20881","0.90","0.91"
"20901","0.92","0.90"
"20921","0.90","0.89"
"20941","0.89","0.89"
"20961","0.90","0.88"
"20981","0.91","0.87"
"21001","0.91","0.89"
"21021","0.89","0.90"
"21041","0.90","0.91"
"21061","0.89","0.92"
"21081","0.89","0.90"
"21101","0.89","0.92"
"21121","0.91","0.92"
"21141","0.91","0.93"
