FileName: C:\Users\Rizzz\Downloads\Jiyuan_84_HeB2013.fa.aln
Window: 200 bp, Step: 20 bp, GapStrip: On, Kimura (2-parameter), T/t: 2.0
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"5221","0.98","0.99"
"5241","0.99","1.00"
"5261","0.99","1.00"
"5281","0.99","1.00"
"5301","0.99","1.00"
"5321","0.98","1.00"
"5341","0.98","1.00"
"5361","0.98","1.00"
"5381","0.99","1.00"
"5401","0.98","0.99"
"5421","0.98","0.99"
"5441","0.98","0.99"
"5461","0.98","0.99"
"5481","0.97","0.99"
"5501","0.97","0.99"
"5521","0.97","0.99"
"5541","0.97","0.99"
"5561","0.97","0.99"
"5581","0.97","0.99"
"5601","0.97","0.99"
"5621","0.97","0.99"
"5641","0.97","0.99"
"5661","0.97","0.98"
"5681","0.98","0.99"
"5701","0.98","0.99"
"5721","0.98","0.99"
"5741","0.98","0.99"
"5761","0.98","0.99"
"5781","0.98","0.99"
"5801","0.99","0.99"
"5821","0.99","0.99"
"5841","0.99","0.99"
"5861","0.99","1.00"
"5881","0.99","1.00"
"5901","0.99","1.00"
"5921","0.99","1.00"
"5941","0.99","1.00"
"5961","0.99","1.00"
"5981","0.99","1.00"
"6001","0.99","1.00"
"6021","0.99","1.00"
"6041","0.99","1.00"
"6061","0.99","1.00"
"6081","0.99","1.00"
"6101","0.99","1.00"
"6121","0.99","1.00"
"6141","0.99","1.00"
"6161","0.99","1.00"
"6181","0.99","1.00"
"6201","0.99","1.00"
"6221","0.99","1.00"
"6241","0.99","1.00"
"6261","0.99","1.00"
"6281","0.99","1.00"
"6301","0.99","1.00"
"6321","0.99","1.00"
"6341","0.99","1.00"
"6361","0.99","1.00"
"6381","0.99","1.00"
"6401","0.99","1.00"
"6421","0.99","1.00"
"6441","0.99","1.00"
"6461","0.99","1.00"
"6481","1.00","0.99"
"6501","1.00","0.98"
"6521","1.00","0.97"
"6541","0.99","0.98"
"6561","0.99","0.97"
"6581","0.99","0.97"
"6601","0.99","0.96"
"6621","0.99","0.97"
"6641","0.99","0.96"
"6661","0.99","0.96"
"6681","0.99","0.96"
"6701","0.99","0.97"
"6721","0.98","0.97"
"6741","0.99","0.96"
"6761","0.99","0.96"
"6781","0.99","0.96"
"6801","0.99","0.96"
"6821","0.99","0.95"
"6841","0.99","0.94"
"6861","0.99","0.94"
"6881","0.99","0.94"
"6901","0.99","0.94"
"6921","1.00","0.93"
"6941","1.00","0.94"
"6961","1.00","0.95"
"6981","1.00","0.94"
"7001","1.00","0.94"
"7021","1.00","0.96"
"7041","1.00","0.97"
"7061","1.00","0.96"
"7081","1.00","0.96"
"7101","1.00","0.95"
"7121","1.00","0.96"
"7141","1.00","0.96"
"7161","1.00","0.96"
"7181","1.00","0.97"
"7201","1.00","0.95"
"7221","1.00","0.94"
"7241","1.00","0.94"
"7261","1.00","0.94"
"7281","1.00","0.94"
"7301","1.00","0.95"
"7321","1.00","0.95"
"7341","1.00","0.95"
"7361","1.00","0.95"
"7381","1.00","0.94"
"7401","1.00","0.95"
"7421","1.00","0.96"
"7441","1.00","0.96"
"7461","1.00","0.96"
"7481","1.00","0.96"
"7501","1.00","0.96"
"7521","1.00","0.96"
"7541","1.00","0.95"
"7561","1.00","0.96"
"7581","1.00","0.95"
"7601","1.00","0.95"
"7621","1.00","0.95"
"7641","1.00","0.95"
"7661","0.99","0.93"
"7681","0.99","0.94"
"7701","0.99","0.94"
"7721","0.99","0.94"
"7741","0.99","0.91"
"7761","0.99","0.89"
"7781","0.99","0.90"
"7801","0.99","0.90"
"7821","0.99","0.90"
"7841","0.98","0.89"
"7861","0.99","0.90"
"7881","0.99","0.89"
"7901","0.99","0.88"
"7921","0.99","0.88"
"7941","0.99","0.89"
"7961","0.99","0.90"
"7981","0.99","0.89"
"8001","0.99","0.91"
"8021","0.99","0.91"
"8041","1.00","0.92"
"8061","1.00","0.90"
"8081","1.00","0.91"
"8101","1.00","0.92"
"8121","1.00","0.92"
"8141","1.00","0.93"
"8161","1.00","0.93"
"8181","1.00","0.93"
"8201","1.00","0.93"
"8221","1.00","0.92"
"8241","0.99","0.91"
"8261","0.99","0.93"
"8281","0.99","0.94"
"8301","0.99","0.94"
"8321","0.99","0.94"
"8341","0.99","0.95"
"8361","0.98","0.95"
"8381","0.98","0.95"
"8401","0.98","0.96"
"8421","0.97","0.97"
"8441","0.97","0.97"
"8461","0.97","0.97"
"8481","0.97","0.96"
"8501","0.96","0.97"
"8521","0.95","0.97"
"8541","0.95","0.97"
"8561","0.96","0.98"
"8581","0.95","0.98"
"8601","0.95","0.98"
"8621","0.96","0.99"
"8641","0.96","0.99"
"8661","0.96","0.99"
"8681","0.95","0.99"
"8701","0.95","0.99"
"8721","0.96","0.99"
"8741","0.96","0.98"
"8761","0.96","0.98"
"8781","0.97","0.98"
"8801","0.97","0.98"
"8821","0.97","0.98"
"8841","0.94","0.98"
"8861","0.93","0.98"
"8881","0.95","0.98"
"8901","0.95","0.98"
"8921","0.95","0.98"
"8941","0.95","0.97"
"8961","0.95","0.97"
"8981","0.95","0.97"
"9001","0.95","0.97"
"9021","0.96","0.97"
"9041","0.99","0.97"
"9061","0.99","0.97"
"9081","0.99","0.97"
"9101","0.99","0.97"
"9121","1.00","0.97"
"9141","1.00","0.99"
"9161","1.00","0.99"
"9181","1.00","0.99"
"9201","1.00","0.99"
"9221","0.99","0.99"
"9241","0.98","0.99"
"9261","0.98","1.00"
"9281","0.98","1.00"
"9301","0.98","1.00"
"9321","0.98","1.00"
"9341","0.98","1.00"
"9361","0.98","1.00"
"9381","0.98","0.99"
"9401","0.98","0.99"
"9421","0.98","0.99"
"9441","0.99","0.99"
"9461","0.99","0.99"
"9481","0.99","0.99"
"9501","0.99","0.98"
"9521","0.99","0.98"
"9541","0.99","0.98"
"9561","0.99","0.98"
"9581","0.99","0.99"
"9601","1.00","0.99"
"9621","0.99","0.99"
"9641","0.99","0.99"
"9661","0.99","0.98"
"9681","0.99","0.98"
"9701","0.99","0.98"
"9721","0.98","0.98"
"9741","0.98","0.98"
"9761","0.98","0.98"
"9781","0.97","0.97"
"9801","0.97","0.97"
"9821","0.97","0.97"
"9841","0.97","0.97"
"9861","0.98","0.98"
"9881","0.98","0.98"
"9901","0.97","0.97"
"9921","0.98","0.97"
"9941","0.98","0.97"
"9961","0.98","0.97"
"9981","0.98","0.97"
"10001","0.98","0.97"
"10021","0.99","0.97"
"10041","0.98","0.97"
"10061","0.98","0.96"
"10081","0.98","0.96"
"10101","0.98","0.96"
"10121","0.98","0.96"
"10141","0.99","0.96"
"10161","0.99","0.96"
"10181","0.99","0.97"
"10201","0.99","0.96"
"10221","0.99","0.97"
"10241","0.99","0.97"
"10261","1.00","0.97"
"10281","0.99","0.97"
"10301","0.99","0.98"
"10321","0.99","0.97"
"10341","0.99","0.98"
"10361","0.99","0.98"
"10381","0.99","0.98"
"10401","0.99","0.97"
"10421","0.99","0.97"
"10441","0.99","0.97"
"10461","0.99","0.98"
"10481","0.99","0.97"
"10501","0.99","0.97"
"10521","0.99","0.97"
"10541","0.99","0.97"
"10561","0.99","0.97"
"10581","0.99","0.97"
"10601","0.99","0.98"
"10621","0.99","0.98"
"10641","0.98","0.98"
"10661","0.97","0.98"
"10681","0.97","0.98"
"10701","0.97","0.98"
"10721","0.97","0.99"
"10741","0.97","0.99"
"10761","0.97","0.99"
"10781","0.97","0.99"
"10801","0.97","0.99"
"10821","0.97","0.99"
"10841","0.98","0.99"
"10861","0.99","0.98"
"10881","1.00","0.99"
"10901","1.00","0.99"
"10921","1.00","0.99"
"10941","0.99","0.99"
"10961","0.99","0.99"
"10981","0.99","0.99"
"11001","0.99","0.98"
"11021","0.98","0.98"
"11041","0.98","0.97"
"11061","0.98","0.98"
"11081","0.98","0.98"
"11101","0.98","0.98"
"11121","0.98","0.98"
"11141","0.99","0.98"
"11161","0.98","0.97"
"11181","0.98","0.97"
"11201","0.98","0.97"
"11221","0.99","0.98"
"11241","0.98","0.98"
"11261","0.98","0.98"
"11281","0.98","0.97"
"11301","0.98","0.97"
"11321","0.98","0.97"
"11341","0.98","0.96"
"11361","0.99","0.97"
"11381","0.99","0.97"
"11401","0.98","0.96"
"11421","0.98","0.95"
"11441","0.98","0.96"
"11461","0.98","0.96"
"11481","0.97","0.95"
"11501","0.97","0.95"
"11521","0.97","0.96"
"11541","0.96","0.95"
"11561","0.96","0.95"
"11581","0.94","0.95"
"11601","0.95","0.96"
"11621","0.94","0.96"
"11641","0.94","0.96"
"11661","0.94","0.96"
"11681","0.95","0.97"
"11701","0.95","0.97"
"11721","0.95","0.97"
"11741","0.95","0.98"
"11761","0.96","0.98"
"11781","0.97","0.98"
"11801","0.97","0.98"
"11821","0.98","0.98"
"11841","0.99","0.98"
"11861","0.99","0.98"
"11881","0.98","0.98"
"11901","0.98","0.98"
"11921","0.98","0.98"
"11941","0.98","0.98"
"11961","0.98","0.98"
"11981","0.98","0.98"
"12001","0.97","0.98"
"12021","0.97","0.97"
"12041","0.97","0.98"
"12061","0.97","0.98"
"12081","0.98","0.99"
"12101","0.98","0.99"
"12121","0.97","0.98"
"12141","0.98","0.98"
"12161","0.98","0.98"
"12181","0.98","0.98"
"12201","0.99","0.98"
"12221","0.98","0.99"
"12241","0.97","0.98"
"12261","0.97","0.98"
"12281","0.97","0.98"
"12301","0.96","0.97"
"12321","0.97","0.97"
"12341","0.97","0.98"
"12361","0.97","0.98"
"12381","0.97","0.97"
"12401","0.96","0.97"
"12421","0.95","0.96"
"12441","0.95","0.97"
"12461","0.94","0.97"
"12481","0.93","0.97"
"12501","0.94","0.97"
"12521","0.93","0.98"
"12541","0.93","0.98"
"12561","0.93","0.98"
"12581","0.94","0.99"
"12601","0.94","0.99"
"12621","0.95","0.99"
"12641","0.96","0.99"
"12661","0.96","0.99"
"12681","0.97","0.99"
"12701","0.97","0.99"
"12721","0.98","0.99"
"12741","0.97","0.99"
"12761","0.97","0.99"
"12781","0.97","0.99"
"12801","0.98","0.98"
"12821","0.98","0.99"
"12841","0.98","0.99"
"12861","0.99","0.98"
"12881","0.99","0.98"
"12901","0.99","0.98"
"12921","0.99","0.98"
"12941","0.99","0.98"
"12961","0.99","0.98"
"12981","0.99","0.98"
"13001","0.99","0.98"
"13021","0.99","0.98"
"13041","0.98","0.98"
"13061","0.98","0.98"
"13081","0.98","0.98"
"13101","0.98","0.99"
"13121","0.98","0.98"
"13141","0.98","0.98"
"13161","0.98","0.98"
"13181","0.98","0.98"
"13201","0.98","0.98"
"13221","0.99","0.99"
"13241","0.99","0.99"
"13261","0.99","0.99"
"13281","0.99","0.98"
"13301","1.00","0.98"
"13321","1.00","0.99"
"13341","1.00","0.99"
"13361","1.00","0.99"
"13381","1.00","0.99"
"13401","1.00","0.99"
"13421","1.00","0.99"
"13441","0.99","0.98"
"13461","0.99","0.98"
"13481","0.99","0.98"
"13501","0.99","0.98"
"13521","0.99","0.98"
"13541","0.99","0.98"
"13561","0.99","0.98"
"13581","0.99","0.98"
"13601","0.99","0.98"
"13621","0.99","0.98"
"13641","0.99","0.99"
"13661","1.00","0.99"
"13681","1.00","1.00"
"13701","1.00","1.00"
"13721","1.00","1.00"
"13741","1.00","0.99"
"13761","1.00","0.99"
"13781","0.99","0.99"
"13801","0.99","0.99"
"13821","0.99","0.99"
"13841","0.99","0.99"
"13861","0.99","0.99"
"13881","0.99","0.99"
"13901","0.99","0.99"
"13921","0.99","0.98"
"13941","0.98","0.98"
"13961","0.98","0.98"
"13981","0.98","0.98"
"14001","0.97","0.97"
"14021","0.97","0.97"
"14041","0.97","0.96"
"14061","0.97","0.96"
"14081","0.97","0.96"
"14101","0.97","0.96"
"14121","0.97","0.96"
"14141","0.98","0.97"
"14161","0.98","0.97"
"14181","0.98","0.97"
"14201","0.99","0.98"
"14221","0.99","0.98"
"14241","0.99","0.98"
"14261","0.99","0.98"
"14281","0.99","0.98"
"14301","0.99","0.98"
"14321","0.98","0.98"
"14341","0.98","0.98"
"14361","0.98","0.98"
"14381","0.98","0.98"
"14401","0.97","0.96"
"14421","0.97","0.97"
"14441","0.98","0.97"
"14461","0.98","0.97"
"14481","0.97","0.97"
"14501","0.98","0.97"
"14521","0.98","0.97"
"14541","0.98","0.97"
"14561","0.98","0.97"
"14581","0.99","0.98"
"14601","0.99","0.99"
"14621","0.99","0.99"
"14641","0.99","0.99"
"14661","0.99","0.98"
"14681","1.00","0.99"
"14701","1.00","0.98"
"14721","1.00","0.98"
"14741","1.00","0.98"
"14761","1.00","0.98"
"14781","1.00","0.98"
"14801","1.00","0.98"
"14821","1.00","0.98"
"14841","1.00","0.98"
"14861","1.00","0.99"
"14881","1.00","0.98"
"14901","1.00","0.99"
"14921","1.00","0.99"
"14941","1.00","0.99"
"14961","1.00","0.99"
"14981","1.00","0.99"
"15001","1.00","0.99"
"15021","1.00","0.99"
"15041","1.00","0.98"
"15061","1.00","0.98"
"15081","1.00","0.98"
"15101","1.00","0.97"
"15121","1.00","0.97"
"15141","1.00","0.97"
"15161","1.00","0.97"
"15181","1.00","0.97"
"15201","1.00","0.96"
"15221","1.00","0.97"
"15241","1.00","0.97"
"15261","1.00","0.97"
"15281","1.00","0.97"
"15301","1.00","0.98"
"15321","1.00","0.98"
"15341","1.00","0.97"
"15361","1.00","0.96"
"15381","1.00","0.96"
"15401","1.00","0.96"
"15421","1.00","0.96"
"15441","1.00","0.95"
"15461","1.00","0.96"
"15481","1.00","0.96"
"15501","1.00","0.95"
"15521","1.00","0.95"
"15541","1.00","0.96"
"15561","1.00","0.97"
"15581","1.00","0.97"
"15601","1.00","0.98"
"15621","1.00","0.98"
"15641","1.00","0.98"
"15661","1.00","0.98"
"15681","1.00","0.98"
"15701","1.00","0.98"
"15721","1.00","0.98"
"15741","1.00","0.98"
"15761","1.00","0.98"
"15781","1.00","0.98"
"15801","1.00","0.98"
"15821","1.00","0.98"
"15841","1.00","0.99"
"15861","1.00","0.99"
"15881","1.00","0.99"
"15901","1.00","0.99"
"15921","1.00","0.99"
"15941","1.00","0.99"
"15961","1.00","0.99"
"15981","1.00","0.99"
"16001","1.00","0.98"
"16021","1.00","0.98"
"16041","0.99","0.98"
"16061","0.99","0.99"
"16081","0.99","0.99"
"16101","0.99","0.99"
"16121","0.99","0.99"
"16141","0.99","0.99"
"16161","0.99","0.99"
"16181","0.99","0.98"
"16201","0.99","0.99"
"16221","0.99","0.98"
"16241","1.00","0.98"
"16261","1.00","0.98"
"16281","1.00","0.97"
"16301","1.00","0.96"
"16321","1.00","0.96"
"16341","1.00","0.96"
"16361","1.00","0.96"
"16381","1.00","0.96"
"16401","1.00","0.96"
"16421","1.00","0.97"
"16441","1.00","0.97"
"16461","1.00","0.97"
"16481","1.00","0.98"
"16501","1.00","0.99"
"16521","1.00","0.99"
"16541","1.00","0.99"
"16561","1.00","0.99"
"16581","1.00","0.99"
"16601","1.00","0.99"
"16621","1.00","0.99"
"16641","1.00","0.99"
"16661","1.00","0.99"
"16681","1.00","0.99"
"16701","1.00","0.99"
"16721","1.00","0.98"
"16741","1.00","0.98"
"16761","1.00","0.99"
"16781","1.00","0.99"
"16801","1.00","0.99"
"16821","1.00","0.99"
"16841","1.00","0.99"
"16861","1.00","0.99"
"16881","1.00","0.99"
"16901","1.00","0.99"
"16921","1.00","0.99"
"16941","1.00","0.99"
"16961","1.00","0.99"
"16981","1.00","0.99"
"17001","1.00","0.99"
"17021","1.00","0.99"
"17041","1.00","0.99"
"17061","1.00","0.99"
"17081","1.00","0.99"
"17101","1.00","0.99"
"17121","1.00","0.99"
"17141","1.00","0.98"
"17161","0.99","0.98"
"17181","0.99","0.98"
"17201","0.99","0.98"
"17221","0.99","0.98"
"17241","0.99","0.98"
"17261","0.99","0.98"
"17281","0.99","0.98"
"17301","0.99","0.98"
"17321","0.99","0.98"
"17341","0.99","0.99"
"17361","1.00","0.99"
"17381","1.00","0.99"
"17401","1.00","0.99"
"17421","1.00","0.99"
"17441","1.00","0.99"
"17461","1.00","0.99"
"17481","1.00","0.99"
"17501","1.00","0.98"
"17521","1.00","0.98"
"17541","1.00","0.98"
"17561","1.00","0.97"
"17581","1.00","0.97"
"17601","1.00","0.97"
"17621","1.00","0.97"
"17641","1.00","0.97"
"17661","0.99","0.97"
"17681","0.99","0.97"
"17701","0.99","0.98"
"17721","0.99","0.98"
"17741","0.99","0.98"
"17761","0.99","0.98"
"17781","0.99","0.98"
"17801","0.99","0.99"
"17821","0.99","0.99"
"17841","0.99","0.99"
"17861","1.00","0.99"
"17881","1.00","0.98"
"17901","1.00","0.98"
"17921","1.00","0.98"
"17941","1.00","0.98"
"17961","1.00","0.98"
"17981","1.00","0.98"
"18001","1.00","0.98"
"18021","1.00","0.98"
"18041","1.00","0.97"
"18061","1.00","0.98"
"18081","1.00","0.98"
"18101","1.00","0.98"
"18121","1.00","0.98"
"18141","1.00","0.98"
"18161","1.00","0.97"
"18181","1.00","0.98"
"18201","1.00","0.98"
"18221","1.00","0.98"
"18241","1.00","0.98"
"18261","1.00","0.98"
"18281","1.00","0.98"
"18301","1.00","0.99"
"18321","1.00","0.98"
"18341","1.00","0.98"
"18361","1.00","0.98"
"18381","1.00","0.98"
"18401","1.00","0.98"
"18421","1.00","0.98"
"18441","1.00","0.99"
"18461","1.00","0.99"
"18481","1.00","0.99"
"18501","1.00","0.99"
"18521","1.00","0.99"
"18541","1.00","0.99"
"18561","1.00","0.99"
"18581","1.00","0.98"
"18601","0.99","0.98"
"18621","0.99","0.97"
"18641","0.99","0.97"
"18661","0.99","0.97"
"18681","0.99","0.97"
"18701","0.99","0.96"
"18721","0.99","0.96"
"18741","0.99","0.96"
"18761","0.99","0.96"
"18781","0.99","0.97"
"18801","1.00","0.97"
"18821","1.00","0.97"
"18841","1.00","0.96"
"18861","1.00","0.96"
"18881","1.00","0.96"
"18901","1.00","0.96"
"18921","1.00","0.96"
"18941","1.00","0.96"
"18961","1.00","0.96"
"18981","1.00","0.96"
"19001","1.00","0.97"
"19021","1.00","0.97"
"19041","1.00","0.97"
"19061","1.00","0.96"
"19081","1.00","0.95"
"19101","1.00","0.93"
"19121","1.00","0.93"
"19141","1.00","0.93"
"19161","1.00","0.91"
"19181","1.00","0.89"
"19201","1.00","0.86"
"19221","1.00","0.83"
"19241","1.00","0.82"
"19261","1.00","0.84"
"19281","1.00","0.84"
"19301","1.00","0.83"
"19321","1.00","0.83"
"19341","1.00","0.83"
"19361","1.00","0.85"
"19381","1.00","0.87"
"19401","1.00","0.89"
"19421","1.00","0.91"
"19441","1.00","0.92"
"19461","1.00","0.92"
"19481","1.00","0.94"
"19501","1.00","0.96"
"19521","1.00","0.95"
"19541","1.00","0.96"
"19561","1.00","0.96"
"19581","1.00","0.97"
"19601","1.00","0.96"
"19621","1.00","0.97"
"19641","1.00","0.97"
"19661","1.00","0.97"
"19681","1.00","0.97"
"19701","1.00","0.97"
"19721","0.99","0.97"
"19741","0.99","0.97"
"19761","0.99","0.97"
"19781","0.99","0.97"
"19801","0.99","0.98"
"19821","0.99","0.97"
"19841","0.99","0.98"
"19861","0.99","0.98"
"19881","0.99","0.98"
"19901","0.99","0.98"
"19921","1.00","0.98"
"19941","1.00","0.98"
"19961","1.00","0.98"
"19981","1.00","0.98"
"20001","1.00","0.98"
"20021","1.00","0.99"
"20041","1.00","0.99"
"20061","1.00","0.99"
"20081","1.00","0.99"
"20101","1.00","0.99"
"20121","1.00","0.99"
"20141","0.99","0.97"
"20161","0.99","0.97"
"20181","0.99","0.96"
"20201","0.99","0.95"
"20221","0.99","0.92"
"20241","0.99","0.91"
"20261","0.99","0.90"
"20281","0.99","0.89"
"20301","0.99","0.88"
"20321","0.99","0.87"
"20341","0.99","0.88"
"20361","0.99","0.87"
"20381","0.99","0.89"
"20401","0.99","0.89"
"20421","1.00","0.91"
"20441","1.00","0.92"
"20461","1.00","0.92"
"20481","1.00","0.92"
"20501","1.00","0.90"
"20521","1.00","0.89"
"20541","1.00","0.89"
"20561","1.00","0.90"
"20581","1.00","0.90"
"20601","1.00","0.90"
"20621","1.00","0.92"
"20641","1.00","0.91"
"20661","1.00","0.92"
"20681","1.00","0.92"
"20701","1.00","0.93"
"20721","1.00","0.94"
"20741","1.00","0.94"
"20761","1.00","0.93"
"20781","0.99","0.92"
"20801","0.99","0.92"
"20821","0.99","0.92"
"20841","0.99","0.90"
"20861","0.99","0.90"
"20881","0.99","0.89"
"20901","0.99","0.89"
"20921","0.99","0.90"
"20941","0.99","0.89"
"20961","0.99","0.88"
"20981","1.00","0.88"
"21001","1.00","0.88"
"21021","1.00","0.88"
"21041","1.00","0.89"
"21061","1.00","0.89"
"21081","1.00","0.89"
"21101","1.00","0.89"
"21121","1.00","0.89"
"21141","1.00","0.89"
