FileName: C:\Users\Rizzz\Downloads\Rp3_Rm1.fa.aln
Window: 200 bp, Step: 20 bp, GapStrip: On, Kimura (2-parameter), T/t: 2.0
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"3121","0.86","0.80"
"3141","0.84","0.78"
"3161","0.83","0.75"
"3181","0.81","0.75"
"3201","0.85","0.79"
"3221","0.85","0.78"
"3241","0.83","0.80"
"3261","0.82","0.79"
"3281","0.82","0.80"
"3301","0.82","0.80"
"3321","0.82","0.82"
"3341","0.82","0.84"
"3361","0.81","0.85"
"3381","0.81","0.85"
"3401","0.78","0.82"
"3421","0.80","0.84"
"3441","0.80","0.84"
"3461","0.81","0.84"
"3481","0.82","0.83"
"3501","0.81","0.82"
"3521","0.81","0.82"
"3541","0.81","0.80"
"3561","0.81","0.80"
"3581","0.82","0.79"
"3601","0.82","0.78"
"3621","0.80","0.75"
"3641","0.78","0.72"
"3661","0.77","0.73"
"3681","0.75","0.71"
"3701","0.75","0.72"
"3721","0.73","0.69"
"3741","0.72","0.68"
"3761","0.68","0.64"
"3781","0.62","0.62"
"3801","0.55","0.65"
"3821","0.56","0.66"
"3841","0.61","0.70"
"3861","0.62","0.68"
"3881","0.65","0.70"
"3901","0.64","0.67"
"3921","0.68","0.67"
"3941","0.70","0.73"
"3961","0.73","0.77"
"3981","0.77","0.77"
"4001","0.82","0.80"
"4021","0.80","0.79"
"4041","0.80","0.79"
"4061","0.81","0.81"
"4081","0.77","0.82"
"4101","0.79","0.85"
"4121","0.79","0.86"
"4141","0.82","0.85"
"4161","0.81","0.85"
"4181","0.80","0.85"
"4201","0.78","0.82"
"4221","0.79","0.83"
"4241","0.79","0.83"
"4261","0.80","0.83"
"4281","0.83","0.84"
"4301","0.82","0.83"
"4321","0.81","0.79"
"4341","0.76","0.76"
"4361","0.77","0.77"
"4381","0.77","0.77"
"4401","0.77","0.79"
"4421","0.79","0.79"
"4441","0.78","0.78"
"4461","0.75","0.74"
"4481","0.77","0.73"
"4501","0.76","0.73"
"4521","0.77","0.78"
"4541","0.81","0.81"
"4561","0.81","0.82"
"4581","0.83","0.84"
"4601","0.85","0.86"
"4621","0.82","0.84"
"4641","0.83","0.84"
"4661","0.82","0.86"
"4681","0.80","0.85"
"4701","0.84","0.88"
"4721","0.84","0.87"
"4741","0.81","0.87"
"4761","0.80","0.82"
"4781","0.77","0.79"
"4801","0.77","0.78"
"4821","0.77","0.81"
"4841","0.78","0.83"
"4861","0.81","0.83"
"4881","0.81","0.84"
"4901","0.80","0.83"
"4921","0.79","0.82"
"4941","0.82","0.82"
"4961","0.83","0.84"
"4981","0.84","0.84"
"5001","0.85","0.86"
"5021","0.86","0.87"
"5041","0.86","0.87"
"5061","0.87","0.89"
"5081","0.88","0.89"
"5101","0.88","0.89"
"5121","0.88","0.90"
"5141","0.88","0.91"
"5161","0.90","0.93"
"5181","0.91","0.93"
"5201","0.90","0.93"
"5221","0.89","0.92"
"5241","0.91","0.92"
"5261","0.90","0.90"
"5281","0.88","0.89"
"5301","0.86","0.88"
"5321","0.87","0.87"
"5341","0.86","0.87"
"5361","0.84","0.85"
"5381","0.84","0.86"
"5401","0.83","0.84"
"5421","0.84","0.83"
"5441","0.83","0.82"
"5461","0.79","0.80"
"5481","0.80","0.78"
"5501","0.82","0.78"
"5521","0.82","0.78"
"5541","0.84","0.80"
"5561","0.84","0.83"
"5581","0.84","0.83"
"5601","0.85","0.86"
"5621","0.86","0.86"
"5641","0.85","0.87"
"5661","0.87","0.90"
"5681","0.87","0.93"
"5701","0.86","0.95"
"5721","0.87","0.96"
"5741","0.87","0.95"
"5761","0.86","0.95"
"5781","0.85","0.95"
"5801","0.86","0.95"
"5821","0.85","0.95"
"5841","0.86","0.95"
"5861","0.87","0.95"
"5881","0.86","0.96"
"5901","0.87","0.96"
"5921","0.87","0.96"
"5941","0.85","0.97"
"5961","0.85","0.97"
"5981","0.86","0.97"
"6001","0.86","0.98"
"6021","0.87","0.98"
"6041","0.89","0.98"
"6061","0.89","0.98"
"6081","0.92","0.98"
"6101","0.91","0.97"
"6121","0.91","0.97"
"6141","0.90","0.96"
"6161","0.91","0.96"
"6181","0.91","0.95"
"6201","0.90","0.95"
"6221","0.90","0.95"
"6241","0.89","0.95"
"6261","0.89","0.95"
"6281","0.89","0.95"
"6301","0.90","0.96"
"6321","0.90","0.96"
"6341","0.92","0.96"
"6361","0.92","0.95"
"6381","0.91","0.94"
"6401","0.92","0.94"
"6421","0.90","0.93"
"6441","0.89","0.92"
"6461","0.90","0.91"
"6481","0.89","0.87"
"6501","0.86","0.84"
"6521","0.86","0.85"
"6541","0.84","0.83"
"6561","0.84","0.83"
"6581","0.84","0.83"
"6601","0.81","0.80"
"6621","0.80","0.80"
"6641","0.81","0.79"
"6661","0.78","0.78"
"6681","0.78","0.80"
"6701","0.80","0.79"
"6721","0.80","0.77"
"6741","0.80","0.79"
"6761","0.77","0.80"
"6781","0.77","0.80"
"6801","0.79","0.81"
"6821","0.82","0.83"
"6841","0.81","0.85"
"6861","0.83","0.85"
"6881","0.84","0.87"
"6901","0.81","0.88"
"6921","0.81","0.89"
"6941","0.79","0.87"
"6961","0.81","0.87"
"6981","0.81","0.86"
"7001","0.81","0.85"
"7021","0.80","0.84"
"7041","0.78","0.83"
"7061","0.78","0.84"
"7081","0.75","0.80"
"7101","0.78","0.81"
"7121","0.80","0.81"
"7141","0.82","0.83"
"7161","0.82","0.85"
"7181","0.83","0.86"
"7201","0.85","0.88"
"7221","0.86","0.88"
"7241","0.87","0.90"
"7261","0.88","0.90"
"7281","0.90","0.93"
"7301","0.90","0.93"
"7321","0.88","0.93"
"7341","0.89","0.94"
"7361","0.90","0.94"
"7381","0.90","0.93"
"7401","0.89","0.93"
"7421","0.90","0.93"
"7441","0.89","0.92"
"7461","0.89","0.89"
"7481","0.89","0.90"
"7501","0.89","0.90"
"7521","0.91","0.91"
"7541","0.91","0.91"
"7561","0.92","0.91"
"7581","0.90","0.92"
"7601","0.91","0.92"
"7621","0.90","0.92"
"7641","0.89","0.90"
"7661","0.91","0.92"
"7681","0.91","0.90"
"7701","0.92","0.89"
"7721","0.91","0.87"
"7741","0.89","0.85"
"7761","0.89","0.86"
"7781","0.90","0.86"
"7801","0.89","0.83"
"7821","0.88","0.85"
"7841","0.89","0.85"
"7861","0.87","0.85"
"7881","0.87","0.86"
"7901","0.87","0.86"
"7921","0.87","0.87"
"7941","0.89","0.87"
"7961","0.89","0.87"
"7981","0.87","0.84"
"8001","0.87","0.84"
"8021","0.87","0.83"
"8041","0.85","0.83"
"8061","0.85","0.84"
"8081","0.86","0.84"
"8101","0.84","0.85"
"8121","0.83","0.86"
"8141","0.83","0.87"
"8161","0.84","0.86"
"8181","0.85","0.89"
"8201","0.86","0.89"
"8221","0.86","0.88"
"8241","0.89","0.89"
"8261","0.89","0.89"
"8281","0.88","0.89"
"8301","0.90","0.88"
"8321","0.91","0.86"
"8341","0.89","0.86"
"8361","0.89","0.84"
"8381","0.89","0.84"
"8401","0.89","0.86"
"8421","0.89","0.88"
"8441","0.89","0.89"
"8461","0.88","0.89"
"8481","0.89","0.87"
"8501","0.86","0.88"
"8521","0.87","0.89"
"8541","0.88","0.90"
"8561","0.87","0.90"
"8581","0.87","0.90"
"8601","0.86","0.88"
"8621","0.84","0.87"
"8641","0.84","0.86"
"8661","0.85","0.86"
"8681","0.84","0.86"
"8701","0.86","0.86"
"8721","0.85","0.87"
"8741","0.85","0.86"
"8761","0.84","0.86"
"8781","0.84","0.86"
"8801","0.86","0.88"
"8821","0.88","0.89"
"8841","0.87","0.89"
"8861","0.87","0.90"
"8881","0.87","0.91"
"8901","0.88","0.90"
"8921","0.89","0.89"
"8941","0.87","0.88"
"8961","0.88","0.90"
"8981","0.89","0.89"
"9001","0.88","0.88"
"9021","0.87","0.86"
"9041","0.87","0.86"
"9061","0.88","0.86"
"9081","0.89","0.86"
"9101","0.87","0.88"
"9121","0.87","0.87"
"9141","0.88","0.87"
"9161","0.88","0.87"
"9181","0.88","0.87"
"9201","0.89","0.89"
"9221","0.89","0.90"
"9241","0.89","0.89"
"9261","0.87","0.89"
"9281","0.87","0.88"
"9301","0.88","0.89"
"9321","0.89","0.90"
"9341","0.90","0.91"
"9361","0.90","0.91"
"9381","0.88","0.90"
"9401","0.88","0.90"
"9421","0.89","0.89"
"9441","0.90","0.89"
"9461","0.91","0.89"
"9481","0.92","0.90"
"9501","0.92","0.90"
"9521","0.93","0.90"
"9541","0.92","0.89"
"9561","0.92","0.89"
"9581","0.92","0.90"
"9601","0.92","0.89"
"9621","0.91","0.91"
"9641","0.92","0.93"
"9661","0.91","0.92"
"9681","0.90","0.92"
"9701","0.90","0.91"
"9721","0.89","0.89"
"9741","0.89","0.91"
"9761","0.89","0.89"
"9781","0.90","0.90"
"9801","0.90","0.90"
"9821","0.91","0.90"
"9841","0.90","0.89"
"9861","0.90","0.90"
"9881","0.90","0.91"
"9901","0.90","0.90"
"9921","0.91","0.91"
"9941","0.92","0.91"
"9961","0.92","0.91"
"9981","0.92","0.91"
"10001","0.92","0.91"
"10021","0.90","0.89"
"10041","0.89","0.89"
"10061","0.90","0.89"
"10081","0.90","0.88"
"10101","0.90","0.89"
"10121","0.90","0.88"
"10141","0.89","0.86"
"10161","0.87","0.87"
"10181","0.86","0.86"
"10201","0.86","0.86"
"10221","0.87","0.89"
"10241","0.88","0.88"
"10261","0.88","0.89"
"10281","0.88","0.89"
"10301","0.89","0.90"
"10321","0.87","0.91"
"10341","0.87","0.91"
"10361","0.90","0.91"
"10381","0.90","0.91"
"10401","0.90","0.91"
"10421","0.90","0.90"
"10441","0.88","0.90"
"10461","0.89","0.90"
"10481","0.89","0.90"
"10501","0.87","0.88"
"10521","0.87","0.87"
"10541","0.88","0.87"
"10561","0.88","0.87"
"10581","0.87","0.86"
"10601","0.86","0.84"
"10621","0.87","0.86"
"10641","0.87","0.86"
"10661","0.88","0.86"
"10681","0.87","0.85"
"10701","0.88","0.86"
"10721","0.90","0.88"
"10741","0.89","0.88"
"10761","0.89","0.88"
"10781","0.90","0.90"
"10801","0.90","0.91"
"10821","0.90","0.90"
"10841","0.90","0.90"
"10861","0.89","0.89"
"10881","0.90","0.90"
"10901","0.90","0.90"
"10921","0.89","0.89"
"10941","0.90","0.91"
"10961","0.90","0.90"
"10981","0.90","0.91"
"11001","0.90","0.90"
"11021","0.90","0.91"
"11041","0.90","0.91"
"11061","0.90","0.91"
"11081","0.90","0.92"
"11101","0.91","0.93"
"11121","0.91","0.93"
"11141","0.90","0.93"
"11161","0.91","0.93"
"11181","0.90","0.92"
"11201","0.92","0.93"
"11221","0.90","0.91"
"11241","0.92","0.92"
"11261","0.91","0.92"
"11281","0.90","0.90"
"11301","0.90","0.90"
"11321","0.89","0.89"
"11341","0.89","0.88"
"11361","0.89","0.88"
"11381","0.91","0.89"
"11401","0.92","0.90"
"11421","0.93","0.92"
"11441","0.92","0.91"
"11461","0.93","0.91"
"11481","0.94","0.92"
"11501","0.94","0.93"
"11521","0.93","0.92"
"11541","0.92","0.91"
"11561","0.92","0.92"
"11581","0.90","0.89"
"11601","0.89","0.88"
"11621","0.88","0.88"
"11641","0.89","0.89"
"11661","0.89","0.90"
"11681","0.89","0.90"
"11701","0.89","0.90"
"11721","0.91","0.91"
"11741","0.92","0.93"
"11761","0.90","0.92"
"11781","0.91","0.93"
"11801","0.92","0.94"
"11821","0.92","0.93"
"11841","0.91","0.92"
"11861","0.91","0.92"
"11881","0.90","0.91"
"11901","0.91","0.92"
"11921","0.92","0.93"
"11941","0.93","0.93"
"11961","0.94","0.93"
"11981","0.94","0.93"
"12001","0.93","0.92"
"12021","0.94","0.93"
"12041","0.95","0.94"
"12061","0.94","0.93"
"12081","0.94","0.93"
"12101","0.95","0.93"
"12121","0.94","0.93"
"12141","0.94","0.93"
"12161","0.95","0.94"
"12181","0.95","0.94"
"12201","0.96","0.95"
"12221","0.95","0.95"
"12241","0.95","0.95"
"12261","0.96","0.96"
"12281","0.97","0.97"
"12301","0.96","0.96"
"12321","0.95","0.94"
"12341","0.95","0.94"
"12361","0.95","0.94"
"12381","0.95","0.93"
"12401","0.95","0.93"
"12421","0.95","0.93"
"12441","0.96","0.94"
"12461","0.95","0.92"
"12481","0.94","0.92"
"12501","0.94","0.92"
"12521","0.95","0.94"
"12541","0.94","0.92"
"12561","0.94","0.92"
"12581","0.95","0.93"
"12601","0.94","0.93"
"12621","0.93","0.93"
"12641","0.93","0.93"
"12661","0.93","0.93"
"12681","0.93","0.91"
"12701","0.94","0.92"
"12721","0.94","0.92"
"12741","0.95","0.94"
"12761","0.94","0.94"
"12781","0.94","0.94"
"12801","0.94","0.94"
"12821","0.93","0.93"
"12841","0.92","0.92"
"12861","0.92","0.92"
"12881","0.93","0.94"
"12901","0.91","0.93"
"12921","0.90","0.92"
"12941","0.90","0.92"
"12961","0.88","0.89"
"12981","0.86","0.87"
"13001","0.88","0.88"
"13021","0.89","0.87"
"13041","0.90","0.89"
"13061","0.90","0.89"
"13081","0.90","0.89"
"13101","0.92","0.91"
"13121","0.91","0.90"
"13141","0.91","0.91"
"13161","0.93","0.93"
"13181","0.94","0.93"
"13201","0.93","0.93"
"13221","0.94","0.94"
"13241","0.94","0.94"
"13261","0.94","0.94"
"13281","0.94","0.94"
"13301","0.94","0.94"
"13321","0.95","0.95"
"13341","0.95","0.95"
"13361","0.95","0.95"
"13381","0.96","0.96"
"13401","0.96","0.96"
"13421","0.96","0.96"
"13441","0.96","0.96"
"13461","0.95","0.96"
"13481","0.94","0.94"
"13501","0.94","0.94"
"13521","0.95","0.94"
"13541","0.93","0.92"
"13561","0.93","0.93"
"13581","0.93","0.92"
"13601","0.92","0.92"
"13621","0.93","0.92"
"13641","0.94","0.93"
"13661","0.94","0.93"
"13681","0.94","0.93"
"13701","0.93","0.93"
"13721","0.92","0.93"
"13741","0.94","0.94"
"13761","0.94","0.94"
"13781","0.94","0.95"
"13801","0.96","0.96"
"13821","0.95","0.96"
"13841","0.95","0.95"
"13861","0.95","0.95"
"13881","0.96","0.96"
"13901","0.96","0.95"
"13921","0.96","0.95"
"13941","0.96","0.95"
"13961","0.96","0.95"
"13981","0.95","0.94"
"14001","0.95","0.94"
"14021","0.95","0.94"
"14041","0.94","0.94"
"14061","0.91","0.92"
"14081","0.91","0.92"
"14101","0.92","0.93"
"14121","0.93","0.94"
"14141","0.91","0.93"
"14161","0.91","0.93"
"14181","0.91","0.92"
"14201","0.91","0.92"
"14221","0.91","0.92"
"14241","0.93","0.93"
"14261","0.94","0.94"
"14281","0.92","0.92"
"14301","0.91","0.91"
"14321","0.90","0.90"
"14341","0.92","0.92"
"14361","0.92","0.90"
"14381","0.92","0.91"
"14401","0.91","0.90"
"14421","0.91","0.91"
"14441","0.89","0.89"
"14461","0.90","0.90"
"14481","0.93","0.92"
"14501","0.94","0.92"
"14521","0.94","0.93"
"14541","0.94","0.93"
"14561","0.94","0.95"
"14581","0.95","0.95"
"14601","0.95","0.95"
"14621","0.95","0.95"
"14641","0.97","0.96"
"14661","0.96","0.96"
"14681","0.96","0.97"
"14701","0.97","0.98"
"14721","0.97","0.97"
"14741","0.96","0.97"
"14761","0.97","0.97"
"14781","0.97","0.97"
"14801","0.97","0.97"
"14821","0.96","0.96"
"14841","0.95","0.95"
"14861","0.96","0.95"
"14881","0.95","0.95"
"14901","0.94","0.93"
"14921","0.93","0.94"
"14941","0.94","0.94"
"14961","0.94","0.93"
"14981","0.94","0.93"
"15001","0.94","0.93"
"15021","0.95","0.93"
"15041","0.95","0.93"
"15061","0.94","0.93"
"15081","0.94","0.93"
"15101","0.95","0.94"
"15121","0.96","0.94"
"15141","0.95","0.94"
"15161","0.95","0.94"
"15181","0.95","0.93"
"15201","0.94","0.93"
"15221","0.94","0.92"
"15241","0.94","0.91"
"15261","0.94","0.90"
"15281","0.94","0.90"
"15301","0.93","0.90"
"15321","0.93","0.90"
"15341","0.93","0.91"
"15361","0.92","0.90"
"15381","0.92","0.92"
"15401","0.92","0.91"
"15421","0.92","0.92"
"15441","0.91","0.92"
"15461","0.91","0.92"
"15481","0.91","0.93"
"15501","0.91","0.91"
"15521","0.91","0.91"
"15541","0.90","0.91"
"15561","0.89","0.89"
"15581","0.89","0.90"
"15601","0.90","0.90"
"15621","0.89","0.90"
"15641","0.90","0.91"
"15661","0.90","0.92"
"15681","0.89","0.90"
"15701","0.90","0.91"
"15721","0.90","0.90"
"15741","0.92","0.91"
"15761","0.94","0.92"
"15781","0.93","0.92"
"15801","0.93","0.92"
"15821","0.94","0.92"
"15841","0.94","0.92"
"15861","0.95","0.93"
"15881","0.96","0.94"
"15901","0.93","0.91"
"15921","0.91","0.91"
"15941","0.90","0.90"
"15961","0.90","0.90"
"15981","0.89","0.89"
"16001","0.89","0.89"
"16021","0.89","0.89"
"16041","0.87","0.87"
"16061","0.86","0.87"
"16081","0.87","0.88"
"16101","0.89","0.90"
"16121","0.88","0.89"
"16141","0.89","0.89"
"16161","0.89","0.89"
"16181","0.90","0.89"
"16201","0.89","0.89"
"16221","0.89","0.88"
"16241","0.90","0.89"
"16261","0.90","0.89"
"16281","0.90","0.89"
"16301","0.90","0.88"
"16321","0.92","0.90"
"16341","0.92","0.89"
"16361","0.93","0.89"
"16381","0.94","0.90"
"16401","0.94","0.90"
"16421","0.93","0.90"
"16441","0.94","0.90"
"16461","0.94","0.91"
"16481","0.93","0.90"
"16501","0.93","0.91"
"16521","0.93","0.92"
"16541","0.92","0.90"
"16561","0.93","0.92"
"16581","0.92","0.91"
"16601","0.90","0.89"
"16621","0.90","0.89"
"16641","0.90","0.89"
"16661","0.90","0.89"
"16681","0.90","0.90"
"16701","0.91","0.90"
"16721","0.90","0.90"
"16741","0.92","0.92"
"16761","0.91","0.91"
"16781","0.91","0.91"
"16801","0.91","0.91"
"16821","0.90","0.91"
"16841","0.90","0.91"
"16861","0.90","0.91"
"16881","0.90","0.90"
"16901","0.90","0.89"
"16921","0.90","0.90"
"16941","0.90","0.90"
"16961","0.90","0.90"
"16981","0.90","0.89"
"17001","0.91","0.90"
"17021","0.91","0.91"
"17041","0.91","0.90"
"17061","0.91","0.90"
"17081","0.91","0.91"
"17101","0.90","0.91"
"17121","0.88","0.89"
"17141","0.88","0.88"
"17161","0.88","0.88"
"17181","0.89","0.89"
"17201","0.89","0.89"
"17221","0.89","0.88"
"17241","0.89","0.87"
"17261","0.90","0.88"
"17281","0.89","0.87"
"17301","0.87","0.85"
"17321","0.87","0.85"
"17341","0.86","0.84"
"17361","0.85","0.83"
"17381","0.84","0.83"
"17401","0.86","0.85"
"17421","0.86","0.86"
"17441","0.87","0.86"
"17461","0.86","0.86"
"17481","0.88","0.87"
"17501","0.89","0.89"
"17521","0.92","0.91"
"17541","0.91","0.91"
"17561","0.92","0.92"
"17581","0.91","0.90"
"17601","0.90","0.89"
"17621","0.90","0.90"
"17641","0.89","0.89"
"17661","0.89","0.89"
"17681","0.87","0.87"
"17701","0.87","0.87"
"17721","0.86","0.84"
"17741","0.88","0.85"
"17761","0.89","0.86"
"17781","0.90","0.86"
"17801","0.89","0.86"
"17821","0.89","0.85"
"17841","0.90","0.87"
"17861","0.90","0.87"
"17881","0.90","0.89"
"17901","0.90","0.89"
"17921","0.91","0.92"
"17941","0.90","0.92"
"17961","0.89","0.90"
"17981","0.90","0.90"
"18001","0.90","0.91"
"18021","0.89","0.89"
"18041","0.89","0.89"
"18061","0.89","0.89"
"18081","0.90","0.89"
"18101","0.90","0.88"
"18121","0.89","0.87"
"18141","0.89","0.87"
"18161","0.90","0.88"
"18181","0.89","0.88"
"18201","0.89","0.89"
"18221","0.89","0.89"
"18241","0.88","0.89"
"18261","0.88","0.89"
"18281","0.88","0.88"
"18301","0.87","0.87"
"18321","0.86","0.87"
"18341","0.86","0.87"
"18361","0.87","0.87"
"18381","0.86","0.87"
"18401","0.85","0.86"
"18421","0.88","0.88"
"18441","0.88","0.89"
"18461","0.88","0.88"
"18481","0.88","0.89"
"18501","0.90","0.91"
"18521","0.89","0.90"
"18541","0.90","0.91"
"18561","0.88","0.90"
"18581","0.89","0.90"
"18601","0.90","0.91"
"18621","0.90","0.92"
"18641","0.91","0.92"
"18661","0.92","0.92"
"18681","0.90","0.92"
"18701","0.90","0.90"
"18721","0.91","0.93"
"18741","0.90","0.91"
"18761","0.91","0.92"
"18781","0.93","0.94"
"18801","0.92","0.93"
"18821","0.91","0.92"
"18841","0.90","0.91"
"18861","0.90","0.92"
"18881","0.90","0.91"
"18901","0.91","0.91"
"18921","0.90","0.91"
"18941","0.90","0.91"
"18961","0.90","0.91"
"18981","0.89","0.89"
"19001","0.90","0.90"
"19021","0.91","0.90"
"19041","0.91","0.91"
"19061","0.92","0.92"
"19081","0.93","0.92"
"19101","0.93","0.93"
"19121","0.92","0.91"
"19141","0.93","0.92"
"19161","0.93","0.92"
"19181","0.92","0.92"
"19201","0.91","0.92"
"19221","0.89","0.90"
"19241","0.89","0.90"
"19261","0.89","0.89"
"19281","0.86","0.89"
"19301","0.85","0.87"
"19321","0.86","0.89"
"19341","0.85","0.89"
"19361","0.84","0.89"
"19381","0.84","0.89"
"19401","0.84","0.89"
"19421","0.86","0.89"
"19441","0.86","0.90"
"19461","0.86","0.90"
"19481","0.86","0.90"
"19501","0.89","0.91"
"19521","0.89","0.89"
"19541","0.89","0.88"
"19561","0.87","0.86"
"19581","0.88","0.86"
"19601","0.86","0.87"
"19621","0.86","0.87"
"19641","0.86","0.85"
"19661","0.86","0.85"
"19681","0.88","0.85"
"19701","0.87","0.86"
"19721","0.87","0.88"
"19741","0.88","0.88"
"19761","0.89","0.90"
"19781","0.87","0.89"
"19801","0.89","0.89"
"19821","0.90","0.89"
"19841","0.89","0.89"
"19861","0.89","0.89"
"19881","0.89","0.88"
"19901","0.87","0.86"
"19921","0.88","0.86"
"19941","0.88","0.86"
"19961","0.88","0.85"
"19981","0.91","0.87"
"20001","0.91","0.86"
"20021","0.90","0.86"
"20041","0.91","0.87"
"20061","0.90","0.86"
"20081","0.89","0.87"
"20101","0.90","0.88"
"20121","0.88","0.86"
"20141","0.89","0.88"
"20161","0.90","0.89"
"20181","0.87","0.89"
"20201","0.86","0.89"
"20221","0.86","0.89"
"20241","0.85","0.88"
"20261","0.86","0.90"
"20281","0.86","0.89"
"20301","0.86","0.89"
"20321","0.88","0.90"
"20341","0.88","0.89"
"20361","0.88","0.89"
"20381","0.89","0.89"
"20401","0.90","0.89"
"20421","0.89","0.90"
"20441","0.88","0.89"
"20461","0.87","0.88"
"20481","0.88","0.90"
"20501","0.89","0.91"
"20521","0.88","0.90"
"20541","0.88","0.89"
"20561","0.87","0.89"
"20581","0.87","0.89"
"20601","0.87","0.89"
"20621","0.89","0.89"
"20641","0.91","0.91"
"20661","0.92","0.92"
"20681","0.92","0.90"
"20701","0.90","0.92"
"20721","0.90","0.92"
"20741","0.89","0.92"
"20761","0.89","0.93"
"20781","0.89","0.92"
"20801","0.90","0.93"
"20821","0.89","0.92"
"20841","0.89","0.92"
"20861","0.89","0.93"
"20881","0.89","0.94"
"20901","0.90","0.93"
"20921","0.91","0.93"
"20941","0.93","0.94"
"20961","0.94","0.93"
"20981","0.94","0.93"
"21001","0.93","0.92"
"21021","0.92","0.90"
"21041","0.91","0.89"
"21061","0.91","0.88"
"21081","0.91","0.87"
"21101","0.93","0.88"
"21121","0.91","0.89"
"21141","0.90","0.89"
"21161","0.90","0.90"
