FileName: C:\Users\Rizzz\Downloads\Rs4081_YN2018D.fa.aln
Window: 200 bp, Step: 20 bp, GapStrip: On, Kimura (2-parameter), T/t: 2.0
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"6981","0.99","0.99"
"7001","0.99","0.99"
"7021","0.98","0.99"
"7041","0.98","0.99"
"7061","0.98","0.99"
"7081","0.98","0.99"
"7101","0.98","0.99"
"7121","0.99","0.99"
"7141","0.99","0.98"
"7161","0.99","0.98"
"7181","0.99","0.98"
"7201","0.99","0.99"
"7221","1.00","0.99"
"7241","1.00","0.99"
"7261","1.00","0.99"
"7281","1.00","0.99"
"7301","1.00","0.99"
"7321","0.99","0.99"
"7341","0.99","1.00"
"7361","0.99","0.99"
"7381","0.99","0.99"
"7401","0.99","0.99"
"7421","0.99","0.99"
"7441","0.99","0.99"
"7461","0.99","0.99"
"7481","0.99","0.99"
"7501","0.99","0.99"
"7521","1.00","0.99"
"7541","1.00","0.99"
"7561","1.00","0.99"
"7581","1.00","0.99"
"7601","1.00","0.99"
"7621","1.00","0.99"
"7641","1.00","0.99"
"7661","1.00","0.99"
"7681","1.00","0.99"
"7701","1.00","0.99"
"7721","1.00","0.99"
"7741","0.99","0.99"
"7761","0.99","0.99"
"7781","0.99","0.99"
"7801","0.99","0.99"
"7821","0.98","0.99"
"7841","0.98","1.00"
"7861","0.98","1.00"
"7881","0.98","1.00"
"7901","0.98","1.00"
"7921","0.98","1.00"
"7941","0.98","1.00"
"7961","0.98","1.00"
"7981","0.98","1.00"
"8001","0.98","1.00"
"8021","0.98","0.99"
"8041","0.97","0.99"
"8061","0.97","0.99"
"8081","0.97","0.99"
"8101","0.97","0.99"
"8121","0.97","0.99"
"8141","0.98","0.99"
"8161","0.98","0.99"
"8181","0.98","0.99"
"8201","0.98","0.99"
"8221","0.98","1.00"
"8241","0.99","1.00"
"8261","0.99","1.00"
"8281","0.99","1.00"
"8301","0.99","1.00"
"8321","0.99","1.00"
"8341","0.99","1.00"
"8361","0.99","1.00"
"8381","0.99","1.00"
"8401","0.99","1.00"
"8421","1.00","1.00"
"8441","1.00","0.99"
"8461","1.00","0.99"
"8481","1.00","0.99"
"8501","1.00","0.99"
"8521","0.99","0.99"
"8541","0.99","0.99"
"8561","0.99","0.99"
"8581","0.99","0.99"
"8601","0.99","0.99"
"8621","0.99","0.99"
"8641","0.99","0.99"
"8661","0.99","0.99"
"8681","0.99","0.99"
"8701","0.98","0.99"
"8721","0.99","1.00"
"8741","0.99","1.00"
"8761","0.98","0.99"
"8781","0.98","0.99"
"8801","0.98","0.99"
"8821","0.98","0.99"
"8841","0.98","0.99"
"8861","0.98","0.99"
"8881","0.98","0.99"
"8901","0.99","0.99"
"8921","0.99","0.99"
"8941","0.99","0.99"
"8961","0.99","1.00"
"8981","0.99","0.99"
"9001","0.99","0.99"
"9021","0.99","0.99"
"9041","0.99","0.99"
"9061","0.99","0.99"
"9081","0.99","0.98"
"9101","0.99","0.98"
"9121","0.99","0.97"
"9141","0.99","0.97"
"9161","0.99","0.97"
"9181","1.00","0.98"
"9201","1.00","0.98"
"9221","1.00","0.98"
"9241","1.00","0.98"
"9261","1.00","0.98"
"9281","1.00","0.99"
"9301","1.00","0.99"
"9321","1.00","1.00"
"9341","1.00","0.99"
"9361","1.00","0.99"
"9381","0.99","0.99"
"9401","0.99","0.99"
"9421","0.99","0.99"
"9441","0.99","0.99"
"9461","0.99","0.99"
"9481","0.99","0.99"
"9501","0.99","0.99"
"9521","0.99","0.99"
"9541","0.99","0.99"
"9561","0.99","0.99"
"9581","0.99","1.00"
"9601","0.99","1.00"
"9621","0.99","1.00"
"9641","0.99","1.00"
"9661","0.99","1.00"
"9681","0.99","1.00"
"9701","0.99","1.00"
"9721","0.99","1.00"
"9741","1.00","1.00"
"9761","1.00","1.00"
"9781","1.00","1.00"
"9801","1.00","1.00"
"9821","1.00","1.00"
"9841","1.00","1.00"
"9861","1.00","1.00"
"9881","0.99","1.00"
"9901","0.99","1.00"
"9921","0.99","1.00"
"9941","0.99","1.00"
"9961","0.99","1.00"
"9981","0.99","1.00"
"10001","0.99","1.00"
"10021","0.99","1.00"
"10041","0.98","1.00"
"10061","0.98","1.00"
"10081","0.98","1.00"
"10101","0.98","1.00"
"10121","0.98","1.00"
"10141","0.98","1.00"
"10161","0.98","1.00"
"10181","0.98","1.00"
"10201","0.98","1.00"
"10221","0.98","1.00"
"10241","0.98","1.00"
"10261","0.98","0.99"
"10281","0.99","0.99"
"10301","0.99","0.99"
"10321","0.99","0.99"
"10341","0.99","0.99"
"10361","0.98","0.99"
"10381","0.98","0.99"
"10401","0.98","0.99"
"10421","0.98","0.99"
"10441","0.99","0.99"
"10461","0.99","1.00"
"10481","0.99","1.00"
"10501","0.99","1.00"
"10521","0.99","1.00"
"10541","0.99","1.00"
"10561","0.99","1.00"
"10581","1.00","1.00"
"10601","1.00","1.00"
"10621","1.00","1.00"
"10641","1.00","1.00"
"10661","1.00","1.00"
"10681","0.99","1.00"
"10701","0.99","1.00"
"10721","0.99","1.00"
"10741","0.99","1.00"
"10761","0.99","1.00"
"10781","0.99","1.00"
"10801","0.99","1.00"
"10821","0.99","1.00"
"10841","0.99","0.99"
"10861","0.99","0.99"
"10881","0.99","0.99"
"10901","0.98","0.99"
"10921","0.98","0.99"
"10941","0.98","0.99"
"10961","0.98","0.99"
"10981","0.98","0.99"
"11001","0.98","0.99"
"11021","0.97","0.99"
"11041","0.97","1.00"
"11061","0.98","1.00"
"11081","0.98","1.00"
"11101","0.99","1.00"
"11121","0.99","1.00"
"11141","0.99","1.00"
"11161","0.99","1.00"
"11181","0.99","1.00"
"11201","0.99","1.00"
"11221","0.99","1.00"
"11241","0.99","1.00"
"11261","0.99","1.00"
"11281","0.99","1.00"
"11301","0.99","1.00"
"11321","0.98","1.00"
"11341","0.98","1.00"
"11361","0.98","1.00"
"11381","0.98","1.00"
"11401","0.99","1.00"
"11421","0.99","1.00"
"11441","0.99","1.00"
"11461","0.99","1.00"
"11481","0.99","1.00"
"11501","0.99","1.00"
"11521","1.00","1.00"
"11541","1.00","1.00"
"11561","1.00","1.00"
"11581","1.00","1.00"
"11601","1.00","1.00"
"11621","1.00","1.00"
"11641","0.99","1.00"
"11661","0.99","1.00"
"11681","0.99","1.00"
"11701","0.99","1.00"
"11721","0.99","1.00"
"11741","0.99","1.00"
"11761","0.98","1.00"
"11781","0.98","1.00"
"11801","0.98","1.00"
"11821","0.97","1.00"
"11841","0.97","1.00"
"11861","0.97","1.00"
"11881","0.96","1.00"
"11901","0.97","1.00"
"11921","0.96","1.00"
"11941","0.96","1.00"
"11961","0.97","1.00"
"11981","0.97","1.00"
"12001","0.97","1.00"
"12021","0.98","1.00"
"12041","0.98","1.00"
"12061","0.98","1.00"
"12081","0.99","1.00"
"12101","0.99","1.00"
"12121","0.99","1.00"
"12141","0.99","1.00"
"12161","0.99","1.00"
"12181","0.99","1.00"
"12201","0.99","1.00"
"12221","0.99","1.00"
"12241","1.00","1.00"
"12261","0.99","1.00"
"12281","0.99","0.99"
"12301","0.99","0.99"
"12321","0.98","0.99"
"12341","0.98","0.99"
"12361","0.98","0.99"
"12381","0.97","0.98"
"12401","0.97","0.98"
"12421","0.97","0.97"
"12441","0.97","0.97"
"12461","0.97","0.97"
"12481","0.97","0.97"
"12501","0.97","0.97"
"12521","0.97","0.97"
"12541","0.97","0.97"
"12561","0.96","0.96"
"12581","0.97","0.97"
"12601","0.97","0.97"
"12621","0.97","0.97"
"12641","0.97","0.97"
"12661","0.97","0.97"
"12681","0.97","0.97"
"12701","0.98","0.98"
"12721","0.98","0.98"
"12741","0.98","0.98"
"12761","0.99","0.99"
"12781","0.99","0.99"
"12801","0.98","0.98"
"12821","0.98","0.98"
"12841","0.98","0.98"
"12861","0.99","0.99"
"12881","0.99","0.99"
"12901","0.98","0.98"
"12921","0.98","0.98"
"12941","0.97","0.97"
"12961","0.97","0.97"
"12981","0.97","0.97"
"13001","0.98","0.98"
"13021","0.98","0.98"
"13041","0.97","0.97"
"13061","0.97","0.97"
"13081","0.97","0.97"
"13101","0.98","0.98"
"13121","0.97","0.97"
"13141","0.98","0.98"
"13161","0.98","0.98"
"13181","0.98","0.98"
"13201","0.98","0.98"
"13221","0.98","0.98"
"13241","0.99","0.98"
"13261","0.99","0.98"
"13281","0.99","0.98"
"13301","0.99","0.98"
"13321","1.00","0.99"
"13341","1.00","0.99"
"13361","1.00","1.00"
"13381","1.00","1.00"
"13401","0.99","1.00"
"13421","0.99","1.00"
"13441","0.99","1.00"
"13461","0.99","0.99"
"13481","0.99","0.99"
"13501","0.99","0.99"
"13521","0.99","0.99"
"13541","0.98","0.99"
"13561","0.98","0.99"
"13581","0.98","0.98"
"13601","0.98","0.98"
"13621","0.98","0.98"
"13641","0.98","0.98"
"13661","0.99","0.99"
"13681","0.98","0.99"
"13701","0.97","0.99"
"13721","0.97","0.99"
"13741","0.98","0.99"
"13761","0.98","0.99"
"13781","0.98","0.99"
"13801","0.98","0.99"
"13821","0.97","0.99"
"13841","0.97","0.99"
"13861","0.97","0.99"
"13881","0.98","0.99"
"13901","0.98","0.98"
"13921","0.98","0.98"
"13941","0.97","0.97"
"13961","0.97","0.97"
"13981","0.97","0.97"
"14001","0.97","0.97"
"14021","0.97","0.97"
"14041","0.97","0.97"
"14061","0.97","0.97"
"14081","0.97","0.97"
"14101","0.98","0.98"
"14121","0.98","0.98"
"14141","0.99","0.99"
"14161","0.99","0.99"
"14181","0.99","0.99"
"14201","1.00","1.00"
"14221","1.00","1.00"
"14241","1.00","1.00"
"14261","1.00","1.00"
"14281","1.00","1.00"
"14301","1.00","1.00"
"14321","1.00","1.00"
"14341","1.00","1.00"
"14361","1.00","1.00"
"14381","1.00","1.00"
"14401","1.00","1.00"
"14421","1.00","1.00"
"14441","1.00","1.00"
"14461","1.00","0.99"
"14481","1.00","0.99"
"14501","1.00","0.99"
"14521","1.00","0.99"
"14541","1.00","0.99"
"14561","1.00","0.99"
"14581","1.00","0.99"
"14601","1.00","0.99"
"14621","1.00","0.99"
"14641","1.00","0.99"
"14661","1.00","1.00"
"14681","1.00","1.00"
"14701","1.00","1.00"
"14721","1.00","1.00"
"14741","1.00","1.00"
"14761","1.00","1.00"
"14781","1.00","1.00"
"14801","0.99","1.00"
"14821","0.99","1.00"
"14841","0.99","1.00"
"14861","0.99","1.00"
"14881","0.99","1.00"
"14901","0.99","1.00"
"14921","0.99","1.00"
"14941","0.99","1.00"
"14961","0.99","1.00"
"14981","0.99","1.00"
"15001","1.00","1.00"
"15021","1.00","1.00"
"15041","1.00","1.00"
"15061","1.00","1.00"
"15081","1.00","1.00"
"15101","1.00","1.00"
"15121","1.00","1.00"
"15141","1.00","1.00"
"15161","1.00","1.00"
"15181","1.00","1.00"
"15201","1.00","1.00"
"15221","1.00","1.00"
"15241","1.00","0.99"
"15261","1.00","0.99"
"15281","1.00","0.99"
"15301","1.00","0.99"
"15321","1.00","0.99"
"15341","1.00","0.99"
"15361","1.00","0.99"
"15381","1.00","0.99"
"15401","1.00","0.99"
"15421","1.00","0.99"
"15441","1.00","1.00"
"15461","1.00","1.00"
"15481","1.00","1.00"
"15501","1.00","0.99"
"15521","1.00","0.99"
"15541","1.00","0.99"
"15561","1.00","0.99"
"15581","1.00","0.99"
"15601","1.00","0.99"
"15621","1.00","0.99"
"15641","1.00","0.99"
"15661","1.00","0.99"
"15681","1.00","0.99"
"15701","1.00","0.99"
"15721","1.00","0.99"
"15741","1.00","0.99"
"15761","0.99","0.99"
"15781","0.98","0.98"
"15801","0.98","0.98"
"15821","0.98","0.98"
"15841","0.98","0.98"
"15861","0.98","0.97"
"15881","0.97","0.97"
"15901","0.97","0.97"
"15921","0.97","0.97"
"15941","0.97","0.96"
"15961","0.98","0.96"
"15981","0.98","0.97"
"16001","0.98","0.97"
"16021","0.97","0.96"
"16041","0.97","0.96"
"16061","0.97","0.97"
"16081","0.97","0.97"
"16101","0.97","0.97"
"16121","0.97","0.97"
"16141","0.97","0.98"
"16161","0.97","0.98"
"16181","0.97","0.98"
"16201","0.97","0.98"
"16221","0.98","0.99"
"16241","0.98","0.99"
"16261","0.99","0.99"
"16281","0.99","0.99"
"16301","0.99","0.99"
"16321","0.99","0.99"
"16341","0.99","0.99"
"16361","0.99","0.99"
"16381","0.99","0.99"
"16401","0.99","0.99"
"16421","0.99","0.99"
"16441","0.99","0.99"
"16461","0.98","0.99"
"16481","0.98","0.99"
"16501","0.98","0.99"
"16521","0.98","0.99"
"16541","0.98","0.99"
"16561","0.98","0.99"
"16581","0.98","0.99"
"16601","0.98","0.99"
"16621","0.99","0.99"
"16641","0.99","0.99"
"16661","0.99","1.00"
"16681","1.00","0.99"
"16701","1.00","0.98"
"16721","1.00","0.97"
"16741","1.00","0.97"
"16761","1.00","0.97"
"16781","0.99","0.96"
"16801","0.99","0.96"
"16821","0.99","0.96"
"16841","0.99","0.96"
"16861","0.99","0.96"
"16881","0.99","0.97"
"16901","0.99","0.98"
"16921","0.99","0.98"
"16941","0.99","0.98"
"16961","0.99","0.98"
"16981","0.99","0.98"
"17001","0.99","0.98"
"17021","0.99","0.98"
"17041","0.99","0.98"
"17061","0.99","0.98"
"17081","0.99","0.97"
"17101","0.99","0.96"
"17121","0.99","0.96"
"17141","0.99","0.96"
"17161","0.99","0.97"
"17181","0.99","0.96"
"17201","0.99","0.96"
"17221","0.99","0.96"
"17241","0.99","0.96"
"17261","0.99","0.96"
"17281","0.99","0.95"
"17301","0.99","0.95"
"17321","0.97","0.95"
"17341","0.97","0.95"
"17361","0.97","0.95"
"17381","0.97","0.96"
"17401","0.97","0.96"
"17421","0.97","0.96"
"17441","0.97","0.97"
"17461","0.97","0.97"
"17481","0.97","0.99"
"17501","0.97","1.00"
"17521","0.98","1.00"
"17541","0.98","1.00"
"17561","0.98","1.00"
"17581","0.98","1.00"
"17601","0.97","1.00"
"17621","0.97","1.00"
"17641","0.97","1.00"
"17661","0.98","1.00"
"17681","0.97","1.00"
"17701","0.98","1.00"
"17721","0.97","1.00"
"17741","0.97","1.00"
"17761","0.97","0.99"
"17781","0.98","0.99"
"17801","0.98","0.99"
"17821","0.98","0.99"
"17841","0.97","0.99"
"17861","0.97","0.99"
"17881","0.97","0.99"
"17901","0.96","0.98"
"17921","0.97","0.98"
"17941","0.97","0.98"
"17961","0.97","0.98"
"17981","0.96","0.98"
"18001","0.97","0.98"
"18021","0.97","0.98"
"18041","0.97","0.98"
"18061","0.97","0.98"
"18081","0.97","0.97"
"18101","0.97","0.97"
"18121","0.97","0.97"
"18141","0.97","0.97"
"18161","0.98","0.98"
"18181","0.98","0.98"
"18201","0.98","0.98"
"18221","0.98","0.97"
"18241","0.98","0.97"
"18261","0.98","0.97"
"18281","0.99","0.97"
"18301","0.99","0.98"
"18321","0.98","0.97"
"18341","0.98","0.97"
"18361","0.98","0.97"
"18381","0.98","0.97"
"18401","0.97","0.97"
"18421","0.97","0.98"
"18441","0.97","0.98"
"18461","0.98","0.98"
"18481","0.98","0.98"
"18501","0.98","0.97"
"18521","0.99","0.98"
"18541","0.99","0.97"
"18561","0.99","0.97"
"18581","0.99","0.97"
"18601","0.99","0.97"
"18621","0.99","0.97"
"18641","0.99","0.98"
"18661","0.99","0.97"
"18681","0.99","0.97"
"18701","0.99","0.99"
"18721","0.99","0.98"
"18741","0.99","0.98"
"18761","0.98","0.98"
"18781","0.98","0.98"
"18801","0.98","0.97"
"18821","0.98","0.97"
"18841","0.98","0.97"
"18861","0.98","0.98"
"18881","0.98","0.98"
"18901","0.98","0.98"
"18921","0.98","0.98"
"18941","0.96","0.98"
"18961","0.96","0.98"
"18981","0.96","0.98"
"19001","0.96","0.99"
"19021","0.96","0.99"
"19041","0.96","0.98"
"19061","0.96","0.98"
"19081","0.95","0.98"
"19101","0.96","0.98"
"19121","0.96","0.98"
"19141","0.97","0.97"
"19161","0.98","0.96"
"19181","0.98","0.97"
"19201","0.97","0.96"
"19221","0.97","0.96"
"19241","0.98","0.97"
"19261","0.98","0.97"
"19281","0.97","0.97"
"19301","0.96","0.97"
"19321","0.96","0.97"
"19341","0.97","0.98"
"19361","0.97","0.98"
"19381","0.96","0.98"
"19401","0.97","0.99"
"19421","0.97","0.99"
"19441","0.96","0.99"
"19461","0.95","0.99"
"19481","0.96","0.99"
"19501","0.96","0.98"
"19521","0.95","0.98"
"19541","0.95","0.98"
"19561","0.95","0.98"
"19581","0.95","0.98"
"19601","0.94","0.97"
"19621","0.95","0.97"
"19641","0.96","0.97"
"19661","0.97","0.97"
"19681","0.96","0.98"
"19701","0.97","0.98"
"19721","0.97","0.98"
"19741","0.98","0.98"
"19761","0.98","0.98"
"19781","0.97","0.98"
"19801","0.98","0.99"
"19821","0.98","0.99"
"19841","0.98","0.99"
"19861","0.97","0.99"
"19881","0.98","0.99"
"19901","0.98","0.99"
"19921","0.98","0.99"
"19941","0.98","0.99"
"19961","0.98","0.99"
"19981","0.99","0.98"
"20001","0.99","0.98"
"20021","0.98","0.98"
"20041","0.98","0.98"
"20061","0.99","0.98"
"20081","0.99","0.98"
"20101","0.99","0.98"
"20121","0.99","0.98"
"20141","0.98","0.98"
"20161","0.98","0.98"
"20181","0.98","0.98"
"20201","0.97","0.98"
"20221","0.98","0.98"
"20241","0.97","0.97"
"20261","0.97","0.98"
"20281","0.97","0.97"
"20301","0.96","0.97"
"20321","0.97","0.98"
"20341","0.97","0.98"
"20361","0.96","0.98"
"20381","0.96","0.99"
"20401","0.97","0.99"
"20421","0.97","0.99"
"20441","0.97","0.99"
"20461","0.97","0.99"
"20481","0.97","1.00"
"20501","0.98","1.00"
"20521","0.96","1.00"
"20541","0.97","1.00"
"20561","0.98","1.00"
"20581","0.97","1.00"
"20601","0.97","1.00"
"20621","0.97","1.00"
"20641","0.97","1.00"
"20661","0.97","1.00"
"20681","0.97","1.00"
"20701","0.97","1.00"
"20721","0.98","1.00"
"20741","0.98","1.00"
"20761","0.98","1.00"
"20781","0.98","1.00"
"20801","0.98","1.00"
"20821","0.98","1.00"
"20841","0.98","1.00"
"20861","0.98","1.00"
"20881","0.98","1.00"
"20901","0.98","1.00"
"20921","0.97","0.99"
"20941","0.97","0.99"
"20961","0.97","0.99"
"20981","0.97","0.98"
"21001","0.95","0.96"
"21021","0.96","0.96"
"21041","0.96","0.96"
"21061","0.95","0.95"
"21081","0.96","0.95"
"21101","0.95","0.95"
"21121","0.96","0.96"
"21141","0.96","0.96"
"21161","0.95","0.96"
